Cote,Titre,Auteur,Lieu,Edition,Annee,Nb pages,Matiere,Inventaire
341.176/02 ج2,الهيئة العربية للطاقة الذريةفي أربعة أعوام (1993 - 1997),الهيئة العرربية للطاقة الذرية,تونس,الهيئة العربية للطاقة الذرية,1997,327,المنظمات الدولية,18597
543/04,الاسس النظرية للتحليل الكيميائي النوعي للمواد غير العضوية,"الهيتي, اسماعيل خليل",بغداد,دار الكتب,1978,309,الكيمياء التحليلية,18598
82-3/03,البنية القصصية في رسالة الغفران لأبي العلاء المعري,"الواد, حسين",ليبيا - تونس,الدار العربية للكتاب,1977,94,القصة,18599
665/02,تكنولوجيا الزيوت والدهون: الجزء الثاني,"الوارقي, أحمد جمال الدين",الرياض,جامعة الملك سعود,1990,1040,تكنولوجيا الزيوت,18600
297.7/08,دروس من الهجرة,"الواعظ, عبد الرحيم عبد البر",المحمدية,مطبعة فضالة,1982,170,تراجم وأعلام,18601
30/26,المدخل لدراسة المجتمع العربي,"الوتري, منير محمود",بغداد,مطبعة المعارف,1977,116,علم الاجتماع: المجتمع العربي,18602
956.95/05,جامعة آل البيت,الوثائق الهاشمية: أوراق عبد الله بن الحسين وحدة الضفتين 1365 - 1370هج/ 1947 - 1950,المفرق,N/A,1997,522,تاريخ الأردن,18603
930.25/03,منشورات جامعة آل البيت والشركة العربية الأردنية للصحافة والطباعة والنشر والتوزيع,"الوثائق الهاشمية: أوراق عبد الله بن الحسين, الاستقلال (1365 ه / 1946 م), المجلد الأول 1414 ه / 1993 م",عمان,N/A,1993,645,المصادر والوثائق,18604
930.25/02,المطبعة الملكية,الوثائق: مجموعات دورية تصدرها مديرية الوثائق الملكية,الرباط,N/A,1987,528,المصادر والوثائق المغربية,18605
371.67/3 ج2,مكتب التربية العربي لدول الخليج,الوحدة القياسية للوازم المخبرية للمرحلة الثانوية في الخليج العربي (كيمياء - فيزياء - علوم حياة - جيولوجيا) الجزء2: تاوحدة القياسية,الرباط,N/A,1992,102,الوسائل والأدوات التعليمية,18606
371.67/3 ج1,مكتب التربية العربي لدول الخليج,"الوحدة القياسية للوازم المخبرية للمرحلة الثانوية في دول الخليج العربية, الجزء الأول: الجانب العملي المشترك",الرياض,N/A,1992,272,الوسائل والأدوات التعليمية,18607
396/22,المرأة العربية في فليسطين معاناة ونضال,"الوحيدي, ميسون",تونس,جامعة الدول العربية,1985,90,المرأة,18608
801/38,أبو علي القالي وأثره في الدراسات اللغوية والأدبية بالأندلس,"الودغيري, عبد العلي",المغرب والإمارات العربية المتحدة,صندوق إحياء التراث الإسلامي,1977,524,فقه اللغة,18609
665/01,تكنولوجيا الزيوت والدهون: الجزء الأول,"الوراقي, أحمد جمال الدين",الرياض,جامعة الملك سعود,1990,551,تكنولوجيا الزيوت,18610
82-1_أن/53,لسان الدين بن الخطيب في آثار الدارسين دراسة وبيبيوجغرافية,"الوراكلي, حسن",الرباط,مطابع عكاظ,1990,110,الأدب الأندلسي,18611
82-1_مغ/06,المضمون الإسلامي في شعر علال الفاسي,"الوراكلي, حسن",الرباط,مكتبة المعارف,1985,195,الأدب المغربي,18612
82-1_مغ/16,نظرات في الأدب المغربي الحديث,"الوراكلي, حسن",الرباط,منشورات عكاظ,1990,115,الأدب المغربي,18613
297.1/24,حول رموز القرآن الكريم : لا إلحاد بعد اليوم,"الوردي, بهاء الدين",مراكش,المطبعة الوراقة الوطنية,1990,294,القرآن : دراسات,18614
964/170,مكناس في عهد الإستعمار الفرنسي 1912 - 1956,"الورديغي, عبد الرحيم",الرباط,مطبعة الساحل,1989,112,تاريخ المغرب,18615
964/01,فكيك المجاهدة,"الورطاسي, الحسيني (قدور)",الدار البيضاء,مطبعة فكيك,1972,125,تاريخ المغرب,18616
297.429/04,فقه المناسك على مذهب الإمام مالك,"الورطاسي, قدور",الدار البيضاء,دار الثقافة,1980,239,الحج,18617
82-1_مغ/03,الحدائق,"الورطاسي, قدور",الرباط,دار المغرب,1977,281,الأدب المغربي,18618
964/02,معالم من تاريخ وجدة,"الورطاسي, قدور",الرباط,مطبعة الرسالة,1972,123,تاريخ المغرب,18619
582.5/01,مغلفات البذور,"الورع, حسان",سوريا,جامعة حلب,1982,478,مغلفات البذور,18620
37.014/25,الإعاقة والمجتمع: تضامن واندماج. أعمال منتدى الشخص المعاق,الوزارة المكلفة باوضاع المراة ورعاية الأسرة والطفولة وإدماج المعاقين,الرباط,الوزارة,1999,252,سياسة التربية: المعاق والمجتمع,18621
35.08/13,الأنظمة الأساسية الخاصة لموظفي الإدارات العمومية,الوزارة المنتدبة لدى الوزير الأول المكلفة بالشؤون الإدارية,الرباط,الهلال العربية للطباعة والنشر,1994,696,القانون الإداري الأفراد,18622
338.96/01,المقاولة الصغرى والمتوسطة: التنمية الإقتصادية,الوزارة المنتدبة لدى الوزير الأول المكلفة بالشؤون العامة للحكومة,الرباط,الوزارة المنتدبة لدى الوزير الأول,1999,125,المقاولات,18623
347.99_64/01,محكمة العدل الخاصة,"الوزاني, أحمد",N/A,N/A,1977,131,التنظيم القضائي,18624
964/125,الكتابة - التصوف - التاريخ,"الوزاني, التهامي",تطوان,اتحاد كتاب المغرب,1989,206,تاريخ المغرب,18625
342_64/01,حرب القلم. الجزء : الدفاع,"الوزاني, محمد حسن",بيروت,دار النهضة العربية,1981,470,القانون الدستوري,18626
342_64/02,حرب القلم. الجزء الثاني: الدستور,"الوزاني, محمد حسن",بيروت,مؤسسة محمد حسن الوزاني,1981,351,القانون الدستوري,18627
964/33,مدكرات حياة وجهاد: التاريخ السياسي للحركة الوطنية التحررية المغربية. 1 - طور المخاض والنشوء,"الوزاني, محمد حسن",الرباط,مؤسسة محمد حسن الوزاني,1982,499,التاريخ المغربي,18628
964/34,مذكرات حياة وجهاد التاريخ السياسي للحركة الوطنية التحررية المغربية 2: حرب الريف,"الوزاني, محمد حسن",الرباط,مؤسسة محمد حسن الوزاني,1982,464,التاريخ المغربي,18629
297.2/103,الروض الباسم في الذب عن سنة أبي القاسم,"الوزير, أبو عبد الله السيد محمد بن ابراهيم",صنعاء,المكتبة اليمنية للنشر والتوزيع,1985,334,الحديث,18630
